0.00.079.559 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.079.746 W srv  llama_server: -----------------
0.00.079.747 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.079.747 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.079.747 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.079.747 W srv  llama_server: -----------------
0.00.081.346 I srv    load_model: loading model 'bartowski/Qwen3.8-27B-GGUF:Q4_K_M'
0.08.541.731 I cmn          init: llama threadpool init, n_threads = 8
0.08.722.155 I common_speculative_init_result: creating MTP draft context against the target model '/Users/irae/.cache/huggingface/hub/models--bartowski--Qwen3.8-27B-GGUF/snapshots/f0eec4a4bb4975114a030d048952d83c0a53c034/Qwen3.8-27B-Q4_K_M.gguf'
0.08.949.023 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 49152, kv_unified = 'false'
0.08.982.863 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.08.982.872 I srv  llama_server: model loaded
0.08.982.874 I srv  llama_server: listening on http://127.0.0.1:8081
1.50.162.321 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
3.32.413.352 I slot print_timing: id  0 | task 167 | n_gen =   1086, tg =  16.83 t/s, tg_3s =  19.81 t/s
3.35.537.867 I slot print_timing: id  0 | task 167 | n_gen =   1143, tg =  16.89 t/s, tg_3s =  18.24 t/s
3.38.665.035 I slot print_timing: id  0 | task 167 | n_gen =   1198, tg =  16.92 t/s, tg_3s =  17.59 t/s
3.41.792.368 I slot print_timing: id  0 | task 167 | n_gen =   1258, tg =  17.02 t/s, tg_3s =  19.19 t/s
3.44.922.226 I slot print_timing: id  0 | task 167 | n_gen =   1318, tg =  17.11 t/s, tg_3s =  19.17 t/s
3.48.057.075 I slot print_timing: id  0 | task 167 | n_gen =   1381, tg =  17.22 t/s, tg_3s =  20.10 t/s
3.51.193.373 I slot print_timing: id  0 | task 167 | n_gen =   1437, tg =  17.25 t/s, tg_3s =  17.86 t/s
3.54.324.225 I slot print_timing: id  0 | task 167 | n_gen =   1494, tg =  17.28 t/s, tg_3s =  18.21 t/s
3.57.458.130 I slot print_timing: id  0 | task 167 | n_gen =   1557, tg =  17.38 t/s, tg_3s =  20.10 t/s
4.00.600.265 I slot print_timing: id  0 | task 167 | n_gen =   1605, tg =  17.31 t/s, tg_3s =  15.28 t/s
4.03.740.730 I slot print_timing: id  0 | task 167 | n_gen =   1652, tg =  17.23 t/s, tg_3s =  14.97 t/s
4.06.881.437 I slot print_timing: id  0 | task 167 | n_gen =   1716, tg =  17.33 t/s, tg_3s =  20.38 t/s
4.10.024.624 I slot print_timing: id  0 | task 167 | n_gen =   1776, tg =  17.39 t/s, tg_3s =  19.09 t/s
4.13.168.671 I slot print_timing: id  0 | task 167 | n_gen =   1840, tg =  17.48 t/s, tg_3s =  20.36 t/s
4.16.321.937 I slot print_timing: id  0 | task 167 | n_gen =   1904, tg =  17.56 t/s, tg_3s =  20.30 t/s
4.19.471.693 I slot print_timing: id  0 | task 167 | n_gen =   1951, tg =  17.48 t/s, tg_3s =  14.92 t/s
4.22.620.795 I slot print_timing: id  0 | task 167 | n_gen =   1995, tg =  17.39 t/s, tg_3s =  13.97 t/s
4.25.772.643 I slot print_timing: id  0 | task 167 | n_gen =   2049, tg =  17.38 t/s, tg_3s =  17.13 t/s
4.28.926.791 I slot print_timing: id  0 | task 167 | n_gen =   2105, tg =  17.39 t/s, tg_3s =  17.75 t/s
4.32.081.273 I slot print_timing: id  0 | task 167 | n_gen =   2169, tg =  17.46 t/s, tg_3s =  20.29 t/s
4.35.232.830 I slot print_timing: id  0 | task 167 | n_gen =   2231, tg =  17.52 t/s, tg_3s =  19.67 t/s
4.38.384.917 I slot print_timing: id  0 | task 167 | n_gen =   2295, tg =  17.59 t/s, tg_3s =  20.30 t/s
4.41.539.817 I slot print_timing: id  0 | task 167 | n_gen =   2358, tg =  17.64 t/s, tg_3s =  19.97 t/s
4.44.700.438 I slot print_timing: id  0 | task 167 | n_gen =   2422, tg =  17.70 t/s, tg_3s =  20.25 t/s
4.47.858.566 I slot print_timing: id  0 | task 167 | n_gen =   2486, tg =  17.76 t/s, tg_3s =  20.27 t/s
4.51.016.819 I slot print_timing: id  0 | task 167 | n_gen =   2550, tg =  17.82 t/s, tg_3s =  20.26 t/s
4.54.179.660 I slot print_timing: id  0 | task 167 | n_gen =   2614, tg =  17.87 t/s, tg_3s =  20.23 t/s
4.57.350.090 I slot print_timing: id  0 | task 167 | n_gen =   2678, tg =  17.92 t/s, tg_3s =  20.19 t/s
5.00.510.491 I slot print_timing: id  0 | task 167 | n_gen =   2742, tg =  17.97 t/s, tg_3s =  20.25 t/s
5.03.675.000 I slot print_timing: id  0 | task 167 | n_gen =   2806, tg =  18.01 t/s, tg_3s =  20.22 t/s
5.06.840.774 I slot print_timing: id  0 | task 167 | n_gen =   2859, tg =  17.99 t/s, tg_3s =  16.74 t/s
5.10.012.168 I slot print_timing: id  0 | task 167 | n_gen =   2910, tg =  17.95 t/s, tg_3s =  16.08 t/s
5.13.184.077 I slot print_timing: id  0 | task 167 | prompt eval time =    3626.53 ms /   439 tokens (    8.26 ms per token,   121.05 tokens per second)
5.13.184.081 I slot print_timing: id  0 | task 167 |        eval time =  165245.64 ms /  2957 tokens (   55.90 ms per token,    17.89 tokens per second)
5.13.184.082 I slot print_timing: id  0 | task 167 |       total time =  168872.17 ms /  3396 tokens
5.13.184.082 I slot print_timing: id  0 | task 167 |    graphs reused =        984
5.13.184.085 I slot print_timing: id  0 | task 167 | draft acceptance = 0.83590 ( 2114 accepted /  2529 generated), mean len =  3.51
5.13.184.129 I slot      release: id  0 | task 167 | stop processing: n_tokens = 3410, truncated = 0
6.38.735.434 I srv    operator(): operator(): cleaning up before exit...
